Title,Body (HTML),Handle,Image,Rules,Products,Disjunctive,Sort Order,Template Suffix,Published,SEO Title,SEO Description
ee,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,TRUE,sdhbsbdb,hdhsfdhvfhd
yash,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
hardik,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
rahul,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
heyy,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,TRUE,sdhbsbdb,hdhsfdhvfhd
fjkbvjb,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,TRUE,sdhbsbdb,hdhsfdhvfhd
aa,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,hdhsfdhvfhd
bb,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,sdhbsbdb
cc,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,sdhbsbdb
dd,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,TRUE,sdhbsbdb,hdhsfdhvfhd
ee,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,TRUE,sdhbsbdb,hdhsfdhvfhd
yash,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
hardik,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
rahul,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
heyy,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,TRUE,sdhbsbdb,hdhsfdhvfhd
fjkbvjb,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,TRUE,sdhbsbdb,hdhsfdhvfhd
aa,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,hdhsfdhvfhd
bb,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,sdhbsbdb
cc,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,sdhbsbdb
dd,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,TRUE,sdhbsbdb,hdhsfdhvfhd
ee,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,TRUE,sdhbsbdb,hdhsfdhvfhd
yash,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
hardik,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
rahul,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
heyy,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,TRUE,sdhbsbdb,hdhsfdhvfhd
fjkbvjb,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,TRUE,sdhbsbdb,hdhsfdhvfhd
aa,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,hdhsfdhvfhd
bb,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,sdhbsbdb
cc,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,sdhbsbdb
dd,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,TRUE,sdhbsbdb,hdhsfdhvfhd
ee,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,TRUE,sdhbsbdb,hdhsfdhvfhd
yash,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
hardik,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
rahul,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
heyy,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,TRUE,sdhbsbdb,hdhsfdhvfhd
fjkbvjb,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,TRUE,sdhbsbdb,hdhsfdhvfhd
aa,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,hdhsfdhvfhd
bb,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,sdhbsbdb
cc,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,sdhbsbdb
dd,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,TRUE,sdhbsbdb,hdhsfdhvfhd
ee,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,TRUE,sdhbsbdb,hdhsfdhvfhd
yash,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
hardik,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
rahul,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
heyy,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,TRUE,sdhbsbdb,hdhsfdhvfhd
fjkbvjb,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,TRUE,sdhbsbdb,hdhsfdhvfhd
aa,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,hdhsfdhvfhd
bb,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,sdhbsbdb
cc,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,sdhbsbdb
dd,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,TRUE,sdhbsbdb,hdhsfdhvfhd
ee,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,TRUE,sdhbsbdb,hdhsfdhvfhd
yash,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
hardik,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
rahul,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
heyy,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,TRUE,sdhbsbdb,hdhsfdhvfhd
fjkbvjb,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,TRUE,sdhbsbdb,hdhsfdhvfhd
aa,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,hdhsfdhvfhd
bb,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,sdhbsbdb
cc,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,true,sdhbsbdb,sdhbsbdb
dd,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,TRUE,sdhbsbdb,hdhsfdhvfhd
ee,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,best-selling,,TRUE,sdhbsbdb,hdhsfdhvfhd
yash,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
hardik,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
rahul,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,true,sdhbsbdb,hdhsfdhvfhd
heyy,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,TRUE,sdhbsbdb,hdhsfdhvfhd
fjkbvjb,View <b>every</b> shoe available in our store.,,https://www.w3schools.com/html/pic_trulli.jpg,"variant_price less_than 100,variant_price less_than 10000",,true,alpha-asc,,TRUE,sdhbsbdb,hdhsfdhvfhd
